,e_train,e_val,e_test
0,0.19499999999999995,0.14,0.1865
1,0.255,0.25,0.24050000000000005
2,0.19999999999999996,0.18999999999999995,0.19899999999999995
3,0.19499999999999995,0.20999999999999996,0.20450000000000002
4,0.22750000000000004,0.22999999999999998,0.21799999999999997
5,0.21499999999999997,0.18999999999999995,0.21050000000000002
6,0.21499999999999997,0.21999999999999997,0.24350000000000005
7,0.21499999999999997,0.21999999999999997,0.24350000000000005
8,0.21499999999999997,0.21999999999999997,0.24350000000000005
9,0.21499999999999997,0.21999999999999997,0.24350000000000005
10,0.1875,0.17000000000000004,0.1905
11,0.21499999999999997,0.21999999999999997,0.24350000000000005
12,0.1925,0.15000000000000002,0.1945
13,0.19499999999999995,0.14,0.1905
14,0.21499999999999997,0.21999999999999997,0.24350000000000005
15,0.2025,0.21999999999999997,0.22599999999999998
16,0.24,0.22999999999999998,0.22450000000000003
17,0.1975,0.20999999999999996,0.19899999999999995
18,0.21499999999999997,0.21999999999999997,0.24350000000000005
19,0.1975,0.14,0.19699999999999995
20,0.21499999999999997,0.21999999999999997,0.24350000000000005
21,0.18999999999999995,0.16000000000000003,0.1905
22,0.21499999999999997,0.21999999999999997,0.24350000000000005
23,0.21499999999999997,0.21999999999999997,0.24350000000000005
24,0.19999999999999996,0.17000000000000004,0.1995
25,0.1975,0.15000000000000002,0.19899999999999995
26,0.1925,0.16000000000000003,0.19199999999999995
27,0.19999999999999996,0.14,0.1975
28,0.21499999999999997,0.21999999999999997,0.24350000000000005
29,0.19499999999999995,0.17000000000000004,0.1905
30,0.21499999999999997,0.21999999999999997,0.24350000000000005
31,0.21499999999999997,0.21999999999999997,0.24350000000000005
32,0.1775,0.18000000000000005,0.18899999999999995
33,0.21499999999999997,0.21999999999999997,0.24350000000000005
34,0.19499999999999995,0.14,0.19099999999999995
35,0.20499999999999996,0.17000000000000004,0.2005
36,0.20750000000000002,0.18000000000000005,0.1965
37,0.1875,0.13,0.1935
38,0.21999999999999997,0.16000000000000003,0.20999999999999996
39,0.1825,0.16000000000000003,0.18999999999999995
40,0.22999999999999998,0.22999999999999998,0.21550000000000002
41,0.21499999999999997,0.21999999999999997,0.24350000000000005
42,0.26249999999999996,0.26,0.23850000000000005
43,0.18999999999999995,0.14,0.1915
44,0.1875,0.13,0.1925
45,0.23250000000000004,0.18000000000000005,0.22150000000000003
46,0.18999999999999995,0.17000000000000004,0.1865
47,0.1875,0.14,0.18799999999999994
48,0.21499999999999997,0.21999999999999997,0.24350000000000005
49,0.18999999999999995,0.16000000000000003,0.19099999999999995
50,0.21499999999999997,0.21999999999999997,0.24350000000000005
51,0.22999999999999998,0.21999999999999997,0.21499999999999997
52,0.21499999999999997,0.21999999999999997,0.24350000000000005
53,0.1925,0.14,0.19199999999999995
54,0.19499999999999995,0.16000000000000003,0.19199999999999995
55,0.21499999999999997,0.21999999999999997,0.24350000000000005
56,0.21499999999999997,0.21999999999999997,0.24350000000000005
57,0.20499999999999996,0.16000000000000003,0.20399999999999996
58,0.21499999999999997,0.21999999999999997,0.24350000000000005
59,0.21250000000000002,0.18999999999999995,0.20350000000000001
60,0.21499999999999997,0.21999999999999997,0.24350000000000005
61,0.21499999999999997,0.21999999999999997,0.24350000000000005
62,0.18999999999999995,0.14,0.1905
63,0.19499999999999995,0.14,0.1905
64,0.21499999999999997,0.21999999999999997,0.24350000000000005
65,0.19499999999999995,0.17000000000000004,0.19899999999999995
66,0.1925,0.17000000000000004,0.1865
67,0.1925,0.17000000000000004,0.1895
68,0.21499999999999997,0.18000000000000005,0.20199999999999996
