,e_train,e_test,e_penalty
0,0.010620740655878034,0.009987673722762196,6.406429434288481
1,0.008163071913927995,0.007827243650967658,7.450669153397741
2,0.011330044439664263,0.010780179653596135,8.099615497578343
3,0.007093395319806312,0.006527680367759854,8.563804536991535
4,0.006792712928759049,0.006100810864437431,8.721835337386155
5,0.007192035548567691,0.006547390474621384,8.758833358895064
6,0.0074348253016552355,0.006874849318192815,8.761982788944298
7,0.007072339055234643,0.006445397583634117,8.80255118884793
8,0.006811838528480155,0.006198396598626174,8.818313494011061
9,0.006984727137780291,0.006359167070247317,8.820806722930575
10,0.006874789632438249,0.006240263885498242,8.834432192921259
11,0.006788291739405687,0.0060797736496224185,8.863033145509302
12,0.007429026492587761,0.0068482847517451284,8.855501006552808
13,0.006867053483038708,0.006256681155995252,8.892961330784113
14,0.0067074605959739405,0.006185773810544613,8.873019932937147
15,0.0076240119876266384,0.0071529698809259,8.892948552572724
16,0.006691609421669632,0.006194471923189204,8.908186600465164
17,0.008930544888601679,0.008408090652376745,8.917903042622038
18,0.006633175018749026,0.0060669952840950595,8.947670684103265
19,0.006738788222114563,0.006213193914917015,9.202547344307387
20,0.0076249624108924,0.0070585855856806125,9.452851078221396
21,0.00730045457867217,0.006545830539469656,9.478324276338247
22,0.008468300634958828,0.007935263906237253,9.456537258247355
23,0.00788674405173221,0.00721978069694217,9.478097358547526
24,0.008019627512354627,0.007484566796927007,9.453205061511596
25,0.0072214474458970135,0.006535071504389514,9.485758981156625
26,0.006499020178758507,0.005897088875055043,9.485158781745799
27,0.006340914085700729,0.005766348572294348,9.47547580530641
28,0.007791357162796421,0.00713636107142298,9.496168092718525
29,0.006606102841662282,0.006016638950113715,9.498198149335266
30,0.006349169008139448,0.0057891320943833004,9.50795043703428
31,0.007779177023862774,0.007253351516883944,9.508051760161983
32,0.008611516019936575,0.008134671758049427,9.500282688175052
33,0.006397220507771687,0.005862830559428544,9.551933290974947
34,0.006620568460981478,0.006143755539025681,9.567708355768923
35,0.007973782002400148,0.007331517566839065,9.579187708733805
36,0.009015020139207337,0.008606488819461676,9.547699726736006
37,0.0063278422041763305,0.005869712983807267,9.561747248923178
38,0.00809467461453315,0.0076340495135680695,9.579444507190841
39,0.006566813664735253,0.005996681790257131,9.600066469601842
40,0.0068567454993614975,0.006197925014817705,9.620790552285776
41,0.006925172665135733,0.006441110849306267,9.59079460822586
42,0.006761075079513971,0.0062542035001347,9.599755225973457
43,0.006378147921045903,0.005874016900754468,9.614251249700057
44,0.00789402256490888,0.007480515383993066,9.599264885562619
45,0.006311636634201783,0.005729954914725173,9.626335789454325
46,0.006361917296352545,0.005719440870221667,9.668196338036648
47,0.0062737984916862,0.005679709781835509,9.66799567415445
48,0.0073934157047420125,0.006951126727626676,9.611356528338048
49,0.006538724863463255,0.0059747562079147465,9.732275453991836
50,0.007092602693665631,0.006667231214552488,9.706247121163655
51,0.006244976311027694,0.005686093414615145,9.756100140675198
52,0.007069430534750933,0.006589330743193229,9.844871845132731
53,0.010611208388477032,0.010054544540827985,9.868733281856017
54,0.006464089397213882,0.005978613654913035,9.849984914325107
55,0.006388898028458273,0.005837300821112236,9.88216720203846
56,0.0061877877165914435,0.005643908488532314,9.887944195870407
57,0.006156312057335795,0.005618178916723625,9.875567894481796
58,0.006344882464468034,0.0057264219265694746,9.911994385193356
59,0.007159750601529708,0.006502841185247593,9.935919447469075
60,0.007015573079509991,0.0066325561511926725,9.892683712797256
61,0.008594289370377187,0.008259942247941503,9.895491688822776
62,0.0061912760788329045,0.005762684724112185,9.932885505774909
63,0.0061530511775045905,0.005683867201786552,9.966391253673514
64,0.006151056991074482,0.005728603676834936,9.964047755285826
65,0.006868340612416765,0.006404790179863899,9.992302214759036
66,0.007411506881542845,0.00693358387984959,10.01256208307038
67,0.006302161882033651,0.005920243981240294,10.008842544021388
68,0.007644753535293259,0.0071583358043066005,10.011657935073526
69,0.006318351138266275,0.005885122930332447,10.004940516998246
70,0.006706424466878233,0.006234695709669544,10.02652266607257
71,0.006277285934871412,0.0058091971864741776,10.046099885132977
72,0.006216662058895965,0.005747866202318219,10.054034546997318
73,0.006123427145190509,0.0056391944802229406,10.023795526908764
74,0.0061254432657147015,0.005603687366637578,10.0589953353914
75,0.00686974313848894,0.00636922388997324,10.055486018264174
76,0.00617912254387793,0.0057055887581320365,10.06887591363045
77,0.007417421747228662,0.007011877027249872,10.061358121300234
78,0.006126348221154881,0.005628148469582686,10.080796360190321
79,0.006158133565059854,0.005749965212501724,10.041220825951475
80,0.007696357681714911,0.007316377755044002,10.062051100713752
81,0.008040106000989727,0.007683392173996943,10.040887855382863
82,0.007516814115753199,0.007081064389268286,10.077207199510827
83,0.006098578528272876,0.005690795210221085,10.081177784588284
84,0.006125263778054274,0.00573579972147114,10.081751927208355
85,0.007699984252350451,0.00713212511532719,10.10580338005455
86,0.006081844647679708,0.005618980484213303,10.101443941110142
87,0.006082626713320622,0.005679695149299208,10.08235123374461
88,0.008124955205358443,0.007760781533526573,10.060094517371924
89,0.006976988175976207,0.006588966018864986,10.06956839030261
90,0.00871524850406202,0.008296471797318447,10.092510296214055
91,0.006213917686963806,0.00579834755990792,10.122255658063656
92,0.006300570443898964,0.005900869946535295,10.120597159663614
93,0.006465186893287813,0.006089626732099476,10.136790618863621
94,0.006417162639548826,0.0059530193448545845,10.140034355930275
95,0.006116083760903769,0.00567648295807498,10.146633773845247
96,0.006081653717403188,0.00563099328535038,10.145368477887082
97,0.006179107378165717,0.005764463033667732,10.12462361377325
98,0.00609958581493966,0.005677045202438799,10.127238021836845
99,0.006080178343400089,0.005723384015167744,10.126181580774686
100,0.006281824243341707,0.0058789234604761315,10.156495334923159
101,0.00619128117357439,0.005809889775346462,10.168700724211913
102,0.006385373458359772,0.006053178737171152,10.161164275451148
103,0.007817900910292214,0.007343989973981008,10.199136280644433
104,0.006550863422159731,0.006122152992561696,10.180430360843953
105,0.006288717416375735,0.005834488154181146,10.204611547231725
106,0.006527233546687409,0.0060172351098435745,10.222862758577993
107,0.007202359471956488,0.0067014171327754,10.224256282558152
108,0.00622020083686104,0.005744922197856448,10.20179766174958
109,0.006169480738761144,0.005705228128037916,10.189908005841334
110,0.007572377124630153,0.0072175898839822285,10.18074884628291
111,0.006364414915394248,0.005936124147823746,10.211025733409912
112,0.0061228411249559895,0.005661892342486367,10.21141166387757
113,0.006057421808911095,0.0056340519662560085,10.215494155504521
114,0.008873940202674506,0.008539361762932187,10.201588387741765
115,0.006079710806675821,0.0056629434524088085,10.201709044840188
116,0.006076397159039103,0.005708669558573601,10.192386864157491
117,0.006204469888512268,0.005851474128291696,10.179715266942502
118,0.00629005857543118,0.00587597935410224,10.202934378014401
119,0.0061697410760866555,0.00577296829986262,10.21572824682642
120,0.007970494138089255,0.0073975779077758335,10.264143774205255
121,0.006726683641543587,0.00620052276735583,10.258808556915625
122,0.006105495817951668,0.005670859565465038,10.240302884760155
123,0.008688117003721373,0.008370910548345779,10.20305708969422
124,0.006545022791591593,0.006140227640836067,10.239489277381278
125,0.007646791717424656,0.007122716710577342,10.288310991352528
126,0.006229185626262959,0.005924687849438171,10.25052890456517
127,0.006541264430925313,0.006323272461854706,10.30508647285671
128,0.006328636226208231,0.0061529787048571795,10.285684505191783
129,0.007560865550272054,0.007353701998816679,10.297517656670657
130,0.006250935305513317,0.006023460537914366,10.309650712105322
