,e_train,e_val,e_test
0,0.20510445572626285,0.1723864889130891,0.20373769972684333
1,0.2846371895542737,0.32755310305981206,0.30599082245239717
2,0.24834012984992024,0.165741144318117,0.23282671541213598
3,0.21567194446743204,0.20310266546241765,0.22378531837830754
4,0.2041268224979936,0.15940205889974118,0.20153038164135478
5,0.24516789323746838,0.16325991357170447,0.23134243831748574
6,0.19995290994783207,0.17308827496577123,0.20078856310038534
7,0.2817530325678297,0.3135535400241258,0.3041924366943175
8,0.20527074077726837,0.15344346211426654,0.19964618881711368
9,0.1996949935591114,0.16728946295589997,0.20224104735417497
10,0.2392360474492367,0.16080710326813916,0.22550381586284812
11,0.2020419643628181,0.15367670046851778,0.1985284871847618
12,0.2218817389970392,0.21800055511705,0.23495047355433296
13,0.19491591931064212,0.153689863250262,0.1935381374941216
14,0.19435284218070142,0.14792102857645528,0.1930562745717923
15,0.1968167182126445,0.14610551893765839,0.1935429878142463
16,0.23822555171688167,0.15541529008866437,0.22340852936168715
17,0.24888069138674962,0.26247945829677893,0.2692916953989395
18,0.19315382083062846,0.14970776385260715,0.18966802980070324
19,0.1959999622138823,0.18076943791542124,0.20254597060824164
20,0.1940487252091305,0.17632842258630227,0.1990763607664244
21,0.2238139885527815,0.23440425085891747,0.23981615698276199
22,0.204469117159885,0.136971834437335,0.19464816618693842
23,0.18773514604748945,0.15691314647466276,0.1905211017286815
24,0.23795047930803953,0.1522370820651186,0.21865747165985733
25,0.1859201045094405,0.15193574180241884,0.18518188235449862
26,0.11750975685748895,0.16301154009770324,0.1320673885272906
27,0.08231326529511068,0.10259296735152605,0.09726342759715956
28,0.07015688327453308,0.042587061735437894,0.08192296726181927
29,0.06453700915833675,0.031314521779078626,0.07899046656735015
30,0.07630796280095452,0.04117415625076251,0.08633826015087327
31,0.06361301687498719,0.036449369761466746,0.08005996775170297
32,0.0824961344400878,0.1098565094723539,0.11170873960401359
33,0.06805307889740962,0.061458299585485765,0.09180751053213008
34,0.06912445962748068,0.05640341516195722,0.0945003569788544
35,0.09149899536478333,0.09691796387522252,0.12577552120920643
36,0.06471753052424774,0.029466798857688555,0.0787166307517801
37,0.06473765173869676,0.030489675756541313,0.08422566019864476
38,0.06221308851585468,0.05070105449993674,0.07832306959419062
39,0.06378351108759371,0.05746276664471859,0.08691678398354073
40,0.09582428213893623,0.06815210263907003,0.13242925227909325
41,0.06174253745580318,0.042951253225862254,0.0782139476351359
42,0.06139090204701062,0.05052405336210349,0.08139547491109783
43,0.0684942485132947,0.040056259047046704,0.07980535069071014
44,0.062341444685900825,0.0446956038048774,0.08548377618171156
45,0.062439278338297086,0.032320375703460406,0.07770907793958019
46,0.1076955643758112,0.07750169669848463,0.1047330054977715
47,0.06735450910591774,0.08077640634836433,0.0885680599668423
48,0.06579121414916335,0.029867956199139522,0.08822219062335071
49,0.06433156894753651,0.024094271506843505,0.08718902326258303
50,0.07421027287644166,0.09602865419469835,0.1035543194963403
51,0.06170601385715302,0.039927976593729875,0.0771320839547397
52,0.0630256386501117,0.06074397240090721,0.08174943454699556
53,0.06914100781611168,0.06905918786408557,0.09617941151998954
54,0.0643298977255533,0.07225637282645588,0.08866255842023023
55,0.08380994530443989,0.08674088217040773,0.11751107643128143
56,0.07405956325345693,0.08816833556984788,0.1049897905671739
57,0.06492107246032297,0.08223578186443153,0.08754780485458998
58,0.0721996731133748,0.06870593889821382,0.08240429831816702
59,0.06842395443257532,0.04129429618896928,0.07854777171694198
60,0.06505055749846893,0.06718845888913416,0.09072891996576238
61,0.06853001594323474,0.048983370239965726,0.08140348014427334
62,0.06101408861722956,0.04110957872736272,0.07735307568675422
63,0.06162034936012269,0.037673534966596936,0.08348553788371191
64,0.060247259942858435,0.035279029039439774,0.07863596848444501
65,0.06039002315239962,0.033719826046311095,0.07588165137679508
66,0.06875635685388176,0.05284501796928197,0.0786560613418825
67,0.06672427676649717,0.03622302538287317,0.07731543607747077
68,0.1168483143661964,0.08047977029729762,0.11505968409386981
69,0.07112032634017408,0.025103719380029393,0.085068525408602
70,0.06346184231334036,0.05868849978238476,0.08906503733071874
71,0.07165142477015671,0.02804701589277598,0.0888732011086567
72,0.06608428362858629,0.031715958857907525,0.07991768680581528
73,0.06143348361068498,0.064629521870675,0.08651767995732311
74,0.06399856599494498,0.025499297459259614,0.08005321026682875
75,0.09144823357588683,0.03455758656025823,0.092582999190428
76,0.059180571544762285,0.03718152574189462,0.07855776021518045
77,0.07216106066396533,0.07467707848404773,0.10322822370002668
78,0.0666928719041059,0.07911787604778933,0.09517797109794093
79,0.10441416734148093,0.07497169034932495,0.10625298766586752
80,0.058968159517462,0.051221071629322414,0.08179147250283895
81,0.06042910166659785,0.05044001170224512,0.07542342934115091
82,0.11326176955092265,0.07587282005213755,0.1525524513472498
83,0.08017310457909815,0.04472895631384867,0.08683047878373419
84,0.06192417941924942,0.04846552893203859,0.08940311286181801
85,0.0597067652331537,0.022807015997377188,0.08108471316442624
86,0.05800345962040294,0.03232245235774374,0.07584691849239567
87,0.06035933179743295,0.03973620648245034,0.08494266146245615
88,0.05734873535115737,0.038131265177392966,0.07816268537340494
89,0.06915032153926949,0.05017496323100242,0.09964485451753619
90,0.06188506769638873,0.07004705380577572,0.08652776566624311
91,0.061659373403917035,0.035217864967230686,0.08800500813066717
92,0.06370707495539202,0.039840012186202596,0.09016289704983507
93,0.058054374669378926,0.0398002742153503,0.07790912905956793
94,0.07274326986744395,0.09270475079380074,0.10486416968227635
95,0.08368986998420457,0.05630494618206803,0.09150485313941416
96,0.06519907422676399,0.049210734387571425,0.09470157405764834
97,0.06093887597694448,0.017939728905019003,0.08262804360359129
98,0.06451663481138911,0.03537396786353647,0.07652294098286902
99,0.08434552487506682,0.03991593141553105,0.08744553713601141
100,0.06032400972491347,0.06345477509046296,0.08035144029823621
101,0.05829124762311138,0.03238100270870152,0.0769866449464996
102,0.07543962337502742,0.046906740819002035,0.08224587336461323
103,0.06172812734469573,0.01665459773122462,0.08191112442993796
104,0.06326973779587214,0.05404766471122844,0.09155271158255007
105,0.0563952293425617,0.02712201588862953,0.07609741719226454
106,0.05943246935992062,0.024716064250425454,0.0835760835200268
107,0.055968988583394295,0.028212661182064558,0.07401374933827011
108,0.05829511303391186,0.034164572785723504,0.08243960327908878
109,0.057462226502677724,0.0419919877878542,0.08124964013638941
110,0.07095489287729717,0.03338023678722303,0.07913979067313019
111,0.07096371425009868,0.04484110150436936,0.0810424233567895
112,0.06076495815607323,0.06245807178068219,0.07935301374054522
113,0.09199795635876978,0.07413657927158099,0.12752170170640695
114,0.07962695566937121,0.09537552442071705,0.1156206518581437
115,0.0620278189801571,0.061207823400725184,0.08562548341218726
116,0.05822886116727894,0.04748302064462899,0.07660206987802792
117,0.057117469861074084,0.045741149395214856,0.07911022220462206
118,0.05603876574945315,0.02834150591051606,0.07292936208717177
119,0.0841661744622903,0.11585896879547168,0.12066851929969191
120,0.0573038354436179,0.025358512097852604,0.07332056863818215
121,0.07557826570176022,0.0509373587129129,0.08445156300961444
122,0.06855393640147937,0.056722181923863836,0.10182590720365835
123,0.058959730966212334,0.050348255241418186,0.0786551626495666
124,0.056789171109680125,0.023048343921110805,0.07342545197173382
125,0.055119898914241,0.03270072408986935,0.07714655377319242
126,0.05850745468604797,0.03952570280250195,0.07343221233471439
127,0.05892231728181413,0.06261466745107579,0.0839925533930074
128,0.06347618996479679,0.05419059782439863,0.09361139973083271
129,0.06039840809389092,0.05951112070103659,0.08939323937364471
130,0.055850955228302995,0.03278050652233614,0.07768700967223992
131,0.07378223645477784,0.03853716223311812,0.09012739648164267
132,0.0560901328095159,0.03376084897387781,0.08023212391528801
133,0.06245859249843525,0.051392033562255225,0.09142397556912467
